pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles|percentage_male|gen|starter|legendary|mythical|pseudo-legendary|ultra_beast|mega_evolution|fossil
87|87|Dewgong|90|70|80|70|95|70|475|79.17|Thick Fat|Hydration|Ice Body|Water|Ice|Jugonジュゴン|75.0|70.0|50|1000000.0|Sea Lion Pokémon|1.7|120.0|20|50|1|False|False|False|False|False|False|False
88|88|Grimer|80|80|50|40|50|25|325|54.17|Stench|Sticky Hold|Poison Touch|Poison||Betbeterベトベター|190.0|70.0|50|1000000.0|Sludge Pokémon|0.9|30.0|20|50|1|False|False|False|False|False|False|False
88|088A|Grimer (Alolan Grimer)|80|80|50|40|50|25|325|54.17|Poison Touch|Gluttony|Power of Alchemy|Poison|Dark|Betbeterベトベター|190.0|70.0|50|1000000.0|Sludge Pokémon|0.7|42.0|20|50|1|False|False|False|False|False|False|False
89|89|Muk|105|105|75|65|100|50|500|83.33|Stench|Sticky Hold|Poison Touch|Poison||Betbetonベトベトン|75.0|70.0|50|1000000.0|Sludge Pokémon|1.2|30.0|20|50|1|False|False|False|False|False|False|False
89|089A|Muk (Alolan Muk)|105|105|75|65|100|50|500|83.33|Poison Touch|Gluttony|Power of Alchemy|Poison|Dark|Betbetonベトベトン|75.0|70.0|50|1000000.0|Sludge Pokémon|1.0|52.0|20|50|1|False|False|False|False|False|False|False
90|90|Shellder|30|65|100|45|25|40|305|50.83|Shell Armor|Skill Link|Overcoat|Water||Shellderシェルダー|190.0|70.0|50|1250000.0|Bivalve Pokémon|0.3|4.0|20|50|1|False|False|False|False|False|False|False
91|91|Cloyster|50|95|180|85|45|70|525|87.5|Shell Armor|Skill Link|Overcoat|Water|Ice|Parshenパルシェン|60.0|70.0|50|1250000.0|Bivalve Pokémon|1.5|132.5|20|50|1|False|False|False|False|False|False|False
92|92|Gastly|30|35|30|100|35|80|310|51.67|Levitate|||Ghost|Poison|Ghosゴース|190.0|70.0|50|1059860.0|Gas Pokémon|1.3|0.1|20|50|1|False|False|False|False|False|False|False
93|93|Haunter|45|50|45|115|55|95|405|67.5|Levitate|||Ghost|Poison|Ghostゴースト|90.0|70.0|50|1059860.0|Gas Pokémon|1.6|0.1|20|50|1|False|False|False|False|False|False|False
94|94|Gengar|60|65|60|130|75|110|500|83.33|Cursed Body|||Ghost|Poison|Gangarゲンガー|45.0|70.0|50|1059860.0|Shadow Pokémon|1.5|40.5|20|50|1|False|False|False|False|False|False|False
94|094M|Gengar (Mega Gengar)|60|65|80|170|95|130|600|100.0|Shadow Tag|||Ghost|Poison|MegaGangarメガゲンガー|45.0|70.0|50|1059860.0|Shadow Pokémon|1.4|40.5|20|50|1|False|False|False|False|False|True|False
95|95|Onix|35|45|160|30|45|70|385|64.17|Rock Head|Sturdy|Weak Armor|Rock|Ground|Iwarkイワーク|45.0|70.0|50|1000000.0|Rock Snake Pokémon|8.8|210.0|25|50|1|False|False|False|False|False|False|False
96|96|Drowzee|60|48|45|43|90|42|328|54.67|Insomnia|Forewarn|Inner Focus|Psychic||Sleepeスリープ|190.0|70.0|50|1000000.0|Hypnosis Pokémon|1.0|32.4|20|50|1|False|False|False|False|False|False|False
97|97|Hypno|85|73|70|73|115|67|483|80.5|Insomnia|Forewarn|Inner Focus|Psychic||Sleeperスリーパー|75.0|70.0|50|1000000.0|Hypnosis Pokémon|1.6|75.6|20|50|1|False|False|False|False|False|False|False
98|98|Krabby|30|105|90|25|25|50|325|54.17|Hyper Cutter|Shell Armor|Sheer Force|Water||Crabクラブ|225.0|70.0|50|1000000.0|River Crab Pokémon|0.4|6.5|20|50|1|False|False|False|False|False|False|False
99|99|Kingler|55|130|115|50|50|75|475|79.17|Hyper Cutter|Shell Armor|Sheer Force|Water||Kinglerキングラー|60.0|70.0|50|1000000.0|Pincer Pokémon|1.3|60.0|20|50|1|False|False|False|False|False|False|False
100|100|Voltorb|40|30|50|55|55|100|330|55.0|Soundproof|Static|Aftermath|Electric||Biriridamaビリリダマ|190.0|70.0|50|1000000.0|Ball Pokémon|0.5|10.4|20||1|False|False|False|False|False|False|False
101|101|Electrode|60|50|70|80|80|150|490|81.67|Soundproof|Static|Aftermath|Electric||Marumineマルマイン|60.0|70.0|50|1000000.0|Ball Pokémon|1.2|66.6|20||1|False|False|False|False|False|False|False
102|102|Exeggcute|60|40|80|60|45|40|325|54.17|Chlorophyll||Harvest|Grass|Psychic|Tamatamaタマタマ|90.0|70.0|50|1250000.0|Egg Pokémon|0.4|2.5|20|50|1|False|False|False|False|False|False|False
103|103|Exeggutor|95|95|85|125|75|55|530|88.33|Chlorophyll||Harvest|Grass|Psychic|Nassyナッシー|45.0|70.0|50|1250000.0|Coconut Pokémon|2.0|120.0|20|50|1|False|False|False|False|False|False|False
103|103A|Exeggutor (Alolan Exeggutor)|95|105|85|125|75|45|530|88.33|Frisk||Harvest|Grass|Dragon|Nassyナッシー|45.0|70.0|50|1250000.0|Coconut Pokémon|10.9|415.6|20|50|1|False|False|False|False|False|False|False
104|104|Cubone|50|50|95|40|50|35|320|53.33|Rock Head|Lightning Rod|Battle Armor|Ground||Karakaraカラカラ|190.0|70.0|50|1000000.0|Lonely Pokémon|0.4|6.5|20|50|1|False|False|False|False|False|False|False
105|105|Marowak|60|80|110|50|80|45|425|70.83|Rock Head|Lightning Rod|Battle Armor|Ground||Garagaraガラガラ|75.0|70.0|50|1000000.0|Bone Keeper Pokémon|1.0|45.0|20|50|1|False|False|False|False|False|False|False
105|105A|Marowak (Alolan Marowak)|60|80|110|50|80|45|425|70.83|Cursed Body|Lightning Rod|Rock Head|Fire|Ghost|Garagaraガラガラ|75.0|70.0|50|1000000.0|Bone Keeper Pokémon|1.0|34.0|20|50|1|False|False|False|False|False|False|False
106|106|Hitmonlee|50|120|53|35|110|87|455|75.83|Limber|Reckless|Unburden|Fighting||Sawamularサワムラー|45.0|70.0|50|1000000.0|Kicking Pokémon|1.5|49.8|25|100|1|False|False|False|False|False|False|False
107|107|Hitmonchan|50|105|79|35|110|76|455|75.83|Keen Eye|Iron Fist|Inner Focus|Fighting||Ebiwalarエビワラー|45.0|70.0|50|1000000.0|Punching Pokémon|1.4|50.2|25|100|1|False|False|False|False|False|False|False
108|108|Lickitung|90|55|75|60|75|30|385|64.17|Own Tempo|Oblivious|Cloud Nine|Normal||Beroringaベロリンガ|45.0|70.0|50|1000000.0|Licking Pokémon|1.2|65.5|20|50|1|False|False|False|False|False|False|False
109|109|Koffing|40|65|95|60|45|35|340|56.67|Levitate|Neutralizing Gas|Stench|Poison||Dogarsドガース|190.0|70.0|50|1000000.0|Poison Gas Pokémon|0.6|1.0|20|50|1|False|False|False|False|False|False|False
110|110|Weezing|65|90|120|85|70|60|490|81.67|Levitate|Neutralizing Gas|Stench|Poison||Matadogasマタドガス|60.0|70.0|50|1000000.0|Poison Gas Pokémon|1.2|9.5|20|50|1|False|False|False|False|False|False|False
110|110G|Weezing (Galarian Weezing)|65|90|120|85|70|60|490|81.67|Levitate|Neutralizing Gas|Misty Surge|Poison|Fairy|Matadogasマタドガス|60.0|70.0|50|1000000.0|Poison Gas Pokémon|3.0|16.0|20|50|1|False|False|False|False|False|False|False
111|111|Rhyhorn|80|85|95|30|30|25|345|57.5|Lightning Rod|Rock Head|Reckless|Ground|Rock|Sihornサイホーン|120.0|70.0|50|1250000.0|Spikes Pokémon|1.0|115.0|20|50|1|False|False|False|False|False|False|False
112|112|Rhydon|105|130|120|45|45|40|485|80.83|Lightning Rod|Rock Head|Reckless|Ground|Rock|Sidonサイドン|60.0|70.0|50|1250000.0|Drill Pokémon|1.9|120.0|20|50|1|False|False|False|False|False|False|False
113|113|Chansey|250|5|5|35|105|50|450|75.0|Natural Cure|Serene Grace|Healer|Normal||Luckyラッキー|30.0|140.0|140|800000.0|Egg Pokémon|1.1|34.6|40|0|1|False|False|False|False|False|False|False
114|114|Tangela|65|55|115|100|40|60|435|72.5|Chlorophyll|Leaf Guard|Regenerator|Grass||Monjaraモンジャラ|45.0|70.0|50|1000000.0|Vine Pokémon|1.0|35.0|20|50|1|False|False|False|False|False|False|False
115|115|Kangaskhan|105|95|80|40|80|90|490|81.67|Early Bird|Scrappy|Inner Focus|Normal||Garuraガルーラ|45.0|70.0|50|1000000.0|Parent Pokémon|2.2|80.0|20|0|1|False|False|False|False|False|False|False
115|115M|Kangaskhan (Mega Kangaskhan)|105|125|100|60|100|100|590|98.33|Parental Bond|||Normal||MegaGaruraメガガルーラ|45.0|70.0|50|1000000.0|Parent Pokémon|2.2|100.0|20|0|1|False|False|False|False|False|True|False
116|116|Horsea|30|40|70|70|25|60|295|49.17|Swift Swim|Sniper|Damp|Water||Tattuタッツー|225.0|70.0|50|1000000.0|Dragon Pokémon|0.4|8.0|20|50|1|False|False|False|False|False|False|False
117|117|Seadra|55|65|95|95|45|85|440|73.33|Poison Point|Sniper|Damp|Water||Seadraシードラ|75.0|70.0|50|1000000.0|Dragon Pokémon|1.2|25.0|20|50|1|False|False|False|False|False|False|False
118|118|Goldeen|45|67|60|35|50|63|320|53.33|Swift Swim|Water Veil|Lightning Rod|Water||Tosakintoトサキント|225.0|70.0|50|1000000.0|Goldfish Pokémon|0.6|15.0|20|50|1|False|False|False|False|False|False|False
119|119|Seaking|80|92|65|65|80|68|450|75.0|Swift Swim|Water Veil|Lightning Rod|Water||Azumaoアズマオウ|60.0|70.0|50|1000000.0|Goldfish Pokémon|1.3|39.0|20|50|1|False|False|False|False|False|False|False
120|120|Staryu|30|45|55|70|55|85|340|56.67|Illuminate|Natural Cure|Analytic|Water||Hitodemanヒトデマン|225.0|70.0|50|1250000.0|Star Shape Pokémon|0.8|34.5|20||1|False|False|False|False|False|False|False
121|121|Starmie|60|75|85|100|85|115|520|86.67|Illuminate|Natural Cure|Analytic|Water|Psychic|Starmieスターミー|60.0|70.0|50|1250000.0|Mysterious Pokémon|1.1|80.0|20||1|False|False|False|False|False|False|False
122|122|Mr. Mime|40|45|65|100|120|90|460|76.67|Soundproof|Filter|Technician|Psychic|Fairy|Barrierdバリヤード|45.0|70.0|50|1000000.0|Barrier Pokémon|1.3|54.5|25|50|1|False|False|False|False|False|False|False
122|122G|Mr. Mime (Galarian Mr. Mime)|50|65|65|90|90|100|460|76.67|Vital Spirit|Screen Cleaner|Ice Body|Ice|Psychic|Barrierdバリヤード|45.0|70.0|50|1000000.0|Dancing Pokémon|1.4|56.8|25|50|1|False|False|False|False|False|False|False
123|123|Scyther|70|110|80|55|80|105|500|83.33|Swarm|Technician|Steadfast|Bug|Flying|Strikeストライク|45.0|70.0|50|1000000.0|Mantis Pokémon|1.5|56.0|25|50|1|False|False|False|False|False|False|False
124|124|Jynx|65|50|35|115|95|95|455|75.83|Oblivious|Forewarn|Dry Skin|Ice|Psychic|Rougelaルージュラ|45.0|70.0|50|1000000.0|Human Shape Pokémon|1.4|40.6|25|0|1|False|False|False|False|False|False|False
125|125|Electabuzz|65|83|57|95|85|105|490|81.67|Static||Vital Spirit|Electric||Elebooエレブー|45.0|70.0|50|1000000.0|Electric Pokémon|1.1|30.0|25|75.0|1|False|False|False|False|False|False|False
126|126|Magmar|65|95|57|100|85|93|495|82.5|Flame Body||Vital Spirit|Fire||Booberブーバー|45.0|70.0|50|1000000.0|Spitfire Pokémon|1.3|44.5|25|75.0|1|False|False|False|False|False|False|False
127|127|Pinsir|65|125|100|55|70|85|500|83.33|Hyper Cutter|Mold Breaker|Moxie|Bug||Kailiosカイロス|45.0|70.0|50|1250000.0|Stag Beetle Pokémon|1.5|55.0|25|50|1|False|False|False|False|False|False|False
127|127M|Pinsir (Mega Pinsir)|65|155|120|65|90|105|600|100.0|Aerilate|||Bug|Flying|MegaKailiosメガカイロス|45.0|70.0|50|1250000.0|Stag Beetle Pokémon|1.7|59.0|25|50|1|False|False|False|False|False|True|False
128|128|Tauros|75|100|95|40|70|110|490|81.67|Intimidate|Anger Point|Sheer Force|Normal||Kentaurosケンタロス|45.0|70.0|50|1250000.0|Wild Bull Pokémon|1.4|88.4|20|100|1|False|False|False|False|False|False|False
129|129|Magikarp|20|10|55|15|20|80|200|33.33|Swift Swim||Rattled|Water||Koikingコイキング|255.0|70.0|50|1250000.0|Fish Pokémon|0.9|10.0|5|50|1|False|False|False|False|False|False|False
130|130|Gyarados|95|125|79|60|100|81|540|90.0|Intimidate||Moxie|Water|Flying|Gyaradosギャラドス|45.0|70.0|50|1250000.0|Atrocious Pokémon|6.5|235.0|5|50|1|False|False|False|False|False|False|False
130|130M|Gyarados (Mega Gyarados)|95|155|109|70|130|81|640|106.67|Mold Breaker|||Water|Dark|MegaGyaradosメガギャラドス|45.0|70.0|50|1250000.0|Atrocious Pokémon|6.5|305.0|5|50|1|False|False|False|False|False|True|False
131|131|Lapras|130|85|80|85|95|60|535|89.17|Water Absorb|Shell Armor|Hydration|Water|Ice|Laplaceラプラス|45.0|70.0|50|1250000.0|Transport Pokémon|2.5|220.0|40|50|1|False|False|False|False|False|False|False
132|132|Ditto|48|48|48|48|48|48|288|48.0|Limber||Imposter|Normal||Metamonメタモン|35.0|70.0|50|1000000.0|Transform Pokémon|0.3|4.0|20||1|False|False|False|False|False|False|False
133|133|Eevee|55|55|50|45|65|55|325|54.17|Run Away|Adaptability|Anticipation|Normal||Eievuiイーブイ|45.0|70.0|50|1000000.0|Evolution Pokémon|0.3|6.5|35|87.5|1|False|False|False|False|False|False|False
133|133Pa|Eevee (Partner Eevee)|65|75|70|65|85|75|435|72.5|Run Away|Adaptability|Anticipation|Normal||Eievuiイーブイ|255.0|70.0|50|1000000.0|Evolution Pokémon|0.3|6.5|35|87.5|1|False|False|False|False|False|False|False
134|134|Vaporeon|130|65|60|110|95|65|525|87.5|Water Absorb||Hydration|Water||Showersシャワーズ|45.0|70.0|50|1000000.0|Bubble Jet Pokémon|1.0|29.0|35|87.5|1|False|False|False|False|False|False|False
135|135|Jolteon|65|65|60|110|95|130|525|87.5|Volt Absorb||Quick Feet|Electric||Thundersサンダース|45.0|70.0|50|1000000.0|Lightning Pokémon|0.8|24.5|35|87.5|1|False|False|False|False|False|False|False
136|136|Flareon|65|130|60|95|110|65|525|87.5|Flash Fire||Guts|Fire||Boosterブースター|45.0|70.0|50|1000000.0|Flame Pokémon|0.9|25.0|35|87.5|1|False|False|False|False|False|False|False
137|137|Porygon|65|60|70|85|75|40|395|65.83|Trace|Download|Analytic|Normal||Porygonポリゴン|45.0|70.0|50|1000000.0|Virtual Pokémon|0.8|36.5|20||1|False|False|False|False|False|False|False
138|138|Omanyte|35|40|100|90|55|35|355|59.17|Swift Swim|Shell Armor|Weak Armor|Rock|Water|Omniteオムナイト|45.0|70.0|50|1000000.0|Spiral Pokémon|0.4|7.5|30|87.5|1|False|False|False|False|False|False|True
139|139|Omastar|70|60|125|115|70|55|495|82.5|Swift Swim|Shell Armor|Weak Armor|Rock|Water|Omstarオムスター|45.0|70.0|50|1000000.0|Spiral Pokémon|1.0|35.0|30|87.5|1|False|False|False|False|False|False|True
140|140|Kabuto|30|80|90|55|45|55|355|59.17|Swift Swim|Battle Armor|Weak Armor|Rock|Water|Kabutoカブト|45.0|70.0|50|1000000.0|Shellfish Pokémon|0.5|11.5|30|87.5|1|False|False|False|False|False|False|True
141|141|Kabutops|60|115|105|65|70|80|495|82.5|Swift Swim|Battle Armor|Weak Armor|Rock|Water|Kabutopsカブトプス|45.0|70.0|50|1000000.0|Shellfish Pokémon|1.3|40.5|30|87.5|1|False|False|False|False|False|False|True
142|142|Aerodactyl|80|105|65|60|75|130|515|85.83|Rock Head|Pressure|Unnerve|Rock|Flying|Pteraプテラ|45.0|70.0|50|1250000.0|Fossil Pokémon|1.8|59.0|35|87.5|1|False|False|False|False|False|False|True
142|142M|Aerodactyl (Mega Aerodactyl)|80|135|85|70|95|150|615|102.5|Tough Claws|||Rock|Flying|MegaPteraメガプテラ|45.0|70.0|50|1250000.0|Fossil Pokémon|2.1|79.0|35|87.5|1|False|False|False|False|False|True|True
143|143|Snorlax|160|110|65|65|110|30|540|90.0|Immunity|Thick Fat|Gluttony|Normal||Kabigonカビゴン|25.0|70.0|50|1250000.0|Sleeping Pokémon|2.1|460.0|40|87.5|1|False|False|False|False|False|False|False
144|144|Articuno|90|85|100|95|125|85|580|96.67|Pressure||Snow Cloak|Ice|Flying|Freezerフリーザー|3.0|35.0|35|1250000.0|Freeze Pokémon|1.7|55.4|80||1|False|True|False|False|False|False|False
144|144G|Articuno (Galarian Articuno)|90|85|85|125|100|95|580|96.67|Competitive|||Psychic|Flying|Freezerフリーザー|3.0|35.0|35|1250000.0|Cruel Pokémon|1.7|50.9|80||1|False|True|False|False|False|False|False
145|145|Zapdos|90|90|85|125|90|100|580|96.67|Pressure||Static|Electric|Flying|Thunderサンダー|3.0|35.0|35|1250000.0|Electric Pokémon|1.6|52.6|80||1|False|True|False|False|False|False|False
145|145G|Zapdos (Galarian Zapdos)|90|125|90|85|90|100|580|96.67|Defiant|||Fighting|Flying|Thunderサンダー|3.0|35.0|35|1250000.0|Strong Legs Pokémon|1.6|58.2|80||1|False|True|False|False|False|False|False
146|146|Moltres|90|100|90|125|85|90|580|96.67|Pressure||Flame Body|Fire|Flying|Fireファイヤー|3.0|35.0|35|1250000.0|Flame Pokémon|2.0|60.0|80||1|False|True|False|False|False|False|False
146|146G|Moltres (Galarian Moltres)|90|85|90|100|125|90|580|96.67|Berserk|||Dark|Flying|Fireファイヤー|3.0|35.0|35|1250000.0|Malevolent Pokémon|2.0|66.0|80||1|False|True|False|False|False|False|False
147|147|Dratini|41|64|45|50|50|50|300|50.0|Shed Skin||Marvel Scale|Dragon||Miniryuミニリュウ|45.0|35.0|35|1250000.0|Dragon Pokémon|1.8|3.3|40|50|1|False|False|False|False|False|False|False
148|148|Dragonair|61|84|65|70|70|70|420|70.0|Shed Skin||Marvel Scale|Dragon||Hakuryuハクリュー|45.0|35.0|35|1250000.0|Dragon Pokémon|4.0|16.5|40|50|1|False|False|False|False|False|False|False
149|149|Dragonite|91|134|95|100|100|80|600|100.0|Inner Focus||Multiscale|Dragon|Flying|Kairyuカイリュー|45.0|35.0|35|1250000.0|Dragon Pokémon|2.2|210.0|40|50|1|False|False|False|True|False|False|False
150|150|Mewtwo|106|110|90|154|90|130|680|113.33|Pressure||Unnerve|Psychic||Mewtwoミュウツー|3.0|0.0|0|1250000.0|Genetic Pokémon|2.0|122.0|120||1|False|True|False|False|False|False|False
150|150MX|Mewtwo (Mega Mewtwo X)|106|190|100|154|100|130|780|130.0|Steadfast|||Psychic|Fighting|MegaMewtwo XメガミュウツーX|3.0|0.0|0|1250000.0|Genetic Pokémon|2.3|127.0|120||1|False|True|False|False|False|True|False
150|150MY|Mewtwo (Mega Mewtwo Y)|106|150|70|194|120|140|780|130.0|Insomnia|||Psychic||MegaMewtwo YメガミュウツーY|3.0|0.0|0|1250000.0|Genetic Pokémon|1.5|33.0|120||1|False|True|False|False|False|True|False
151|151|Mew|100|100|100|100|100|100|600|100.0|Synchronize|||Psychic||Mewミュウ|45.0|100.0|100|1059860.0|New Species Pokémon|0.4|4.0|120||1|False|False|True|False|False|False|False
152|152|Chikorita|45|49|65|49|65|45|318|53.0|Overgrow||Leaf Guard|Grass||Chicoritaチコリータ|45.0|70.0|50|1059860.0|Leaf Pokémon|0.9|6.4|20|87.5|2|True|False|False|False|False|False|False
153|153|Bayleef|60|62|80|63|80|60|405|67.5|Overgrow||Leaf Guard|Grass||Bayleafベイリーフ|45.0|70.0|50|1059860.0|Leaf Pokémon|1.2|15.8|20|87.5|2|True|False|False|False|False|False|False
154|154|Meganium|80|82|100|83|100|80|525|87.5|Overgrow||Leaf Guard|Grass||Meganiumメガニウム|45.0|70.0|50|1059860.0|Herb Pokémon|1.8|100.5|20|87.5|2|True|False|False|False|False|False|False
155|155|Cyndaquil|39|52|43|60|50|65|309|51.5|Blaze||Flash Fire|Fire||Hinoarashiヒノアラシ|45.0|70.0|50|1059860.0|Fire Mouse Pokémon|0.5|7.9|20|87.5|2|True|False|False|False|False|False|False
156|156|Quilava|58|64|58|80|65|80|405|67.5|Blaze||Flash Fire|Fire||Magmarashiマグマラシ|45.0|70.0|50|1059860.0|Volcano Pokémon|0.9|19.0|20|87.5|2|True|False|False|False|False|False|False
157|157|Typhlosion|78|84|78|109|85|100|534|89.0|Blaze||Flash Fire|Fire||Bakphoonバクフーン|45.0|70.0|50|1059860.0|Volcano Pokémon|1.7|79.5|20|87.5|2|True|False|False|False|False|False|False
158|158|Totodile|50|65|64|44|48|43|314|52.33|Torrent||Sheer Force|Water||Waninokoワニノコ|45.0|70.0|50|1059860.0|Big Jaw Pokémon|0.6|9.5|20|87.5|2|True|False|False|False|False|False|False
159|159|Croconaw|65|80|80|59|63|58|405|67.5|Torrent||Sheer Force|Water||Alligatesアリゲイツ|45.0|70.0|50|1059860.0|Big Jaw Pokémon|1.1|25.0|20|87.5|2|True|False|False|False|False|False|False
160|160|Feraligatr|85|105|100|79|83|78|530|88.33|Torrent||Sheer Force|Water||Ordileオーダイル|45.0|70.0|50|1059860.0|Big Jaw Pokémon|2.3|88.8|20|87.5|2|True|False|False|False|False|False|False
161|161|Sentret|35|46|34|35|45|20|215|35.83|Run Away|Keen Eye|Frisk|Normal||Otachiオタチ|255.0|70.0|50|1000000.0|Scout Pokémon|0.8|6.0|15|50|2|False|False|False|False|False|False|False
162|162|Furret|85|76|64|45|55|90|415|69.17|Run Away|Keen Eye|Frisk|Normal||Ootachiオオタチ|90.0|70.0|50|1000000.0|Long Body Pokémon|1.8|32.5|15|50|2|False|False|False|False|False|False|False
163|163|Hoothoot|60|30|30|36|56|50|262|43.67|Insomnia|Keen Eye|Tinted Lens|Normal|Flying|Hohoホーホー|255.0|70.0|50|1000000.0|Owl Pokémon|0.7|21.2|15|50|2|False|False|False|False|False|False|False
164|164|Noctowl|100|50|50|86|96|70|452|75.33|Insomnia|Keen Eye|Tinted Lens|Normal|Flying|Yorunozukuヨルノズク|90.0|70.0|50|1000000.0|Owl Pokémon|1.6|40.8|15|50|2|False|False|False|False|False|False|False
165|165|Ledyba|40|20|30|40|80|55|265|44.17|Swarm|Early Bird|Rattled|Bug|Flying|Redibaレディバ|255.0|70.0|50|800000.0|Five Star Pokémon|1.0|10.8|15|50|2|False|False|False|False|False|False|False
166|166|Ledian|55|35|50|55|110|85|390|65.0|Swarm|Early Bird|Iron Fist|Bug|Flying|Redianレディアン|90.0|70.0|50|800000.0|Five Star Pokémon|1.4|35.6|15|50|2|False|False|False|False|False|False|False
167|167|Spinarak|40|60|40|40|40|30|250|41.67|Swarm|Insomnia|Sniper|Bug|Poison|Itomaruイトマル|255.0|70.0|50|800000.0|String Spit Pokémon|0.5|8.5|15|50|2|False|False|False|False|False|False|False
168|168|Ariados|70|90|70|60|70|40|400|66.67|Swarm|Insomnia|Sniper|Bug|Poison|Ariadosアリアドス|90.0|70.0|50|800000.0|Long Leg Pokémon|1.1|33.5|15|50|2|False|False|False|False|False|False|False
169|169|Crobat|85|90|80|70|80|130|535|89.17|Inner Focus||Infiltrator|Poison|Flying|Crobatクロバット|90.0|70.0|50|1000000.0|Bat Pokémon|1.8|75.0|15|50|2|False|False|False|False|False|False|False
170|170|Chinchou|75|38|38|56|56|67|330|55.0|Volt Absorb|Illuminate|Water Absorb|Water|Electric|Chonchieチョンチー|190.0|70.0|50|1250000.0|Angler Pokémon|0.5|12.0|20|50|2|False|False|False|False|False|False|False
171|171|Lanturn|125|58|58|76|76|67|460|76.67|Volt Absorb|Illuminate|Water Absorb|Water|Electric|Lanternランターン|75.0|70.0|50|1250000.0|Light Pokémon|1.2|22.5|20|50|2|False|False|False|False|False|False|False
172|172|Pichu|20|40|15|35|35|60|205|34.17|Static||Lightning Rod|Electric||Pichuピチュー|190.0|70.0|50|1000000.0|Tiny Mouse Pokémon|0.3|2.0|10|50|2|False|False|False|False|False|False|False
