pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles
517|517|Munna|76|25|45|67|55|24|292|48.67|Forewarn|Synchronize|Telepathy|Psychic||Munnaムンナ|190|70|50|800000|Dream Eater Pokémon|0.6|23.3|10
518|518|Musharna|116|55|85|107|95|29|487|81.17|Forewarn|Synchronize|Telepathy|Psychic||Musharnaムシャーナ|75|70|50|800000|Drowsing Pokémon|1.1|60.5|10
519|519|Pidove|50|55|50|36|30|43|264|44|Big Pecks|Super Luck|Rivalry|Normal|Flying|Mamepatoマメパト|255|70|50|1059860|Tiny Pigeon Pokémon|0.3|2.1|15
520|520|Tranquill|62|77|62|50|42|65|358|59.67|Big Pecks|Super Luck|Rivalry|Normal|Flying|Hatobohハトーボー|120|70|50|1059860|Wild Pigeon Pokémon|0.6|15|15
521|521|Unfezant|80|115|80|65|55|93|488|81.33|Big Pecks|Super Luck|Rivalry|Normal|Flying|Kenhallowケンホロウ|45|70|50|1059860|Proud Pokémon|1.2|29|15
522|522|Blitzle|45|60|32|50|32|76|295|49.17|Lightning Rod|Motor Drive|Sap Sipper|Electric||Shimamaシママ|190|70|50|1000000|Electrified Pokémon|0.8|29.8|20
523|523|Zebstrika|75|100|63|80|63|116|497|82.83|Lightning Rod|Motor Drive|Sap Sipper|Electric||Zebraikaゼブライカ|75|70|50|1000000|Thunderbolt Pokémon|1.6|79.5|20
524|524|Roggenrola|55|75|85|25|25|15|280|46.67|Sturdy|Weak Armor|Sand Force|Rock||Dangoroダンゴロ|255|70|50|1059860|Mantle Pokémon|0.4|18|15
525|525|Boldore|70|105|105|50|40|20|390|65|Sturdy|Weak Armor|Sand Force|Rock||Gantleガントル|120|70|50|1059860|Ore Pokémon|0.9|102|15
526|526|Gigalith|85|135|130|60|80|25|515|85.83|Sturdy|Sand Stream|Sand Force|Rock||Gigaiathギガイアス|45|70|50|1059860|Compressed Pokémon|1.7|260|15
527|527|Woobat|65|45|43|55|43|72|323|53.83|Unaware|Klutz|Simple|Psychic|Flying|Koromoriコロモリ|190|70|50|1000000|Bat Pokémon|0.4|2.1|15
528|528|Swoobat|67|57|55|77|55|114|425|70.83|Unaware|Klutz|Simple|Psychic|Flying|Kokoromoriココロモリ|45|70|50|1000000|Courting Pokémon|0.9|10.5|15
529|529|Drilbur|60|85|40|30|45|68|328|54.67|Sand Rush|Sand Force|Mold Breaker|Ground||Mogurewモグリュー|120|70|50|1000000|Mole Pokémon|0.3|8.5|20
530|530|Excadrill|110|135|60|50|65|88|508|84.67|Sand Rush|Sand Force|Mold Breaker|Ground|Steel|Doryuzuドリュウズ|60|70|50|1000000|Subterrene Pokémon|0.7|40.4|20
531|531|Audino|103|60|86|60|86|50|445|74.17|Healer|Regenerator|Klutz|Normal||Tabunneタブンネ|255|70|50|800000|Hearing Pokémon|1.1|31|20
531|531M|Audino (Mega Audino)|103|60|126|80|126|50|545|90.83|Healer|||Normal|Fairy|MegaTabunneメガタブンネ|255|70|50|800000|Hearing Pokémon|1.5|32|20
532|532|Timburr|75|80|55|25|35|35|305|50.83|Guts|Sheer Force|Iron Fist|Fighting||Dokkorerドッコラー|180|70|70|1059860|Muscular Pokémon|0.6|12.5|20
533|533|Gurdurr|85|105|85|40|50|40|405|67.5|Guts|Sheer Force|Iron Fist|Fighting||Dotekkotsuドテッコツ|90|70|50|1059860|Muscular Pokémon|1.2|40|20
534|534|Conkeldurr|105|140|95|55|65|45|505|84.17|Guts|Sheer Force|Iron Fist|Fighting||Roubushinローブシン|45|70|50|1059860|Muscular Pokémon|1.4|87|20
535|535|Tympole|50|50|40|50|40|64|294|49|Swift Swim|Hydration|Water Absorb|Water||Otamaroオタマロ|255|70|50|1059860|Tadpole Pokémon|0.5|4.5|20
536|536|Palpitoad|75|65|55|65|55|69|384|64|Swift Swim|Hydration|Water Absorb|Water|Ground|Gamagaruガマガル|120|70|50|1059860|Vibration Pokémon|0.8|17|20
537|537|Seismitoad|105|95|75|85|75|74|509|84.83|Swift Swim|Poison Touch|Water Absorb|Water|Ground|Gamagerogeガマゲロゲ|45|70|50|1059860|Vibration Pokémon|1.5|62|20
538|538|Throh|120|100|85|30|85|45|465|77.5|Guts|Inner Focus|Mold Breaker|Fighting||Nagekiナゲキ|45|70|50|1000000|Judo Pokémon|1.3|55.5|20
539|539|Sawk|75|125|75|30|75|85|465|77.5|Sturdy|Inner Focus|Mold Breaker|Fighting||Dagekiダゲキ|45|70|50|1000000|Karate Pokémon|1.4|51|20
540|540|Sewaddle|45|53|70|40|60|42|310|51.67|Swarm|Chlorophyll|Overcoat|Bug|Grass|Kurumiruクルミル|255|70|50|1059860|Sewing Pokémon|0.3|2.5|15
541|541|Swadloon|55|63|90|50|80|42|380|63.33|Leaf Guard|Chlorophyll|Overcoat|Bug|Grass|Kurumayuクルマユ|120|70|50|1059860|Leaf-Wrapped Pokémon|0.5|7.3|15
542|542|Leavanny|75|103|80|70|80|92|500|83.33|Swarm|Chlorophyll|Overcoat|Bug|Grass|Hahakomoriハハコモリ|45|70|50|1059860|Nurturing Pokémon|1.2|20.5|15
543|543|Venipede|30|45|59|30|39|57|260|43.33|Poison Point|Swarm|Speed Boost|Bug|Poison|Fushideフシデ|255|70|50|1059860|Centipede Pokémon|0.4|5.3|15
544|544|Whirlipede|40|55|99|40|79|47|360|60|Poison Point|Swarm|Speed Boost|Bug|Poison|Wheegaホイーガ|120|70|50|1059860|Curlipede Pokémon|1.2|58.5|15
545|545|Scolipede|60|100|89|55|69|112|485|80.83|Poison Point|Swarm|Speed Boost|Bug|Poison|Pendrorペンドラー|45|70|50|1059860|Megapede Pokémon|2.5|200.5|20
546|546|Cottonee|40|27|60|37|50|66|280|46.67|Prankster|Infiltrator|Chlorophyll|Grass|Fairy|Monmenモンメン|190|70|50|1000000|Cotton Puff Pokémon|0.3|0.6|20
547|547|Whimsicott|60|67|85|77|75|116|480|80|Prankster|Infiltrator|Chlorophyll|Grass|Fairy|Elfuunエルフーン|75|70|50|1000000|Windveiled Pokémon|0.7|6.6|20
548|548|Petilil|45|35|50|70|50|30|280|46.67|Chlorophyll|Own Tempo|Leaf Guard|Grass||Churineチュリネ|190|70|50|1000000|Bulb Pokémon|0.5|6.6|20
549|549|Lilligant|70|60|75|110|75|90|480|80|Chlorophyll|Own Tempo|Leaf Guard|Grass||Dredearドレディア|75|70|50|1000000|Flowering Pokémon|1.1|16.3|20
550|550|Basculin (Red Stripe)|70|92|65|80|55|98|460|76.67|Reckless|Adaptability|Mold Breaker|Water||Bassraoバスラオ|25|70|50|1000000|Hostile Pokémon|1|18|40
550|550B|Basculin (Blue Stripe)|70|92|65|80|55|98|460|76.67|Rock Head|Adaptability|Mold Breaker|Water||Bassraoバスラオ|25|70|50|1000000|Hostile Pokémon|1|18|40
551|551|Sandile|50|72|35|35|35|65|292|48.67|Intimidate|Moxie|Anger Point|Ground|Dark|Megurocoメグロコ|180|70|50|1059860|Desert Croc Pokémon|0.7|15.2|20
552|552|Krokorok|60|82|45|45|45|74|351|58.5|Intimidate|Moxie|Anger Point|Ground|Dark|Waruvileワルビル|90|70|50|1059860|Desert Croc Pokémon|1|33.4|20
553|553|Krookodile|95|117|80|65|70|92|519|86.5|Intimidate|Moxie|Anger Point|Ground|Dark|Waruvialワルビアル|45|70|50|1059860|Intimidation Pokémon|1.5|96.3|20
554|554|Darumaka|70|90|45|15|45|50|315|52.5|Hustle||Inner Focus|Fire||Darumakkaダルマッカ|120|70|50|1059860|Zen Charm Pokémon|0.6|37.5|20
554|554G|Darumaka (Galarian Darumaka)|70|90|45|15|45|50|315|52.5|Hustle||Inner Focus|Ice||Darumakkaダルマッカ|120|70|50|1059860|Zen Charm Pokémon|0.7|40|20
555|555|Darmanitan (Standard Mode)|105|140|55|30|55|95|480|80|Sheer Force||Zen Mode|Fire||Hihidarumaヒヒダルマ|60|70|50|1059860|Blazing Pokémon|1.3|92.9|20
555|555G|Darmanitan (Galarian Standard Mode)|105|140|55|30|55|95|480|80|Gorilla Tactics||Zen Mode|Ice||Hihidarumaヒヒダルマ|60|70|50|1059860|Zen Charm Pokémon|1.7|120|20
555|555GZ|Darmanitan (Galarian Zen Mode)|105|160|55|30|55|135|540|90|Gorilla Tactics||Zen Mode|Ice|Fire|Hihidarumaヒヒダルマ|60|70|50|1059860|Zen Charm Pokémon|1.7|120|20
555|555Z|Darmanitan (Zen Mode)|105|30|105|140|105|55|540|90|Sheer Force||Zen Mode|Fire|Psychic|Hihidarumaヒヒダルマ|60|70|50|1059860|Blazing Pokémon|1.3|92.9|20
556|556|Maractus|75|86|67|106|67|60|461|76.83|Water Absorb|Chlorophyll|Storm Drain|Grass||Maracacchiマラカッチ|255|70|50|1000000|Cactus Pokémon|1|28|20
557|557|Dwebble|50|65|85|35|35|55|325|54.17|Sturdy|Shell Armor|Weak Armor|Bug|Rock|Ishizumaiイシズマイ|190|70|50|1000000|Rock Inn Pokémon|0.3|14.5|20
558|558|Crustle|70|105|125|65|75|45|485|80.83|Sturdy|Shell Armor|Weak Armor|Bug|Rock|Iwapalaceイワパレス|75|70|50|1000000|Stone Home Pokémon|1.4|200|20
559|559|Scraggy|50|75|70|35|70|48|348|58|Shed Skin|Moxie|Intimidate|Dark|Fighting|Zurugguズルッグ|180|35|35|1000000|Shedding Pokémon|0.6|11.8|15
560|560|Scrafty|65|90|115|45|115|58|488|81.33|Shed Skin|Moxie|Intimidate|Dark|Fighting|Zuruzukinズルズキン|90|70|50|1000000|Hoodlum Pokémon|1.1|30|15
561|561|Sigilyph|72|58|80|103|80|97|490|81.67|Wonder Skin|Magic Guard|Tinted Lens|Psychic|Flying|Symbolerシンボラー|45|70|50|1000000|Avianoid Pokémon|1.4|14|20
562|562|Yamask|38|30|85|55|65|30|303|50.5|Mummy|||Ghost||Desumasuデスマス|190|70|50|1000000|Spirit Pokémon|0.5|1.5|25
562|562G|Yamask (Galarian Yamask)|38|55|85|30|65|30|303|50.5|Wandering Spirit|||Ground|Ghost|Desumasuデスマス|190|70|50|1000000|Spirit Pokémon|0.5|1.5|25
563|563|Cofagrigus|58|50|145|95|105|30|483|80.5|Mummy|||Ghost||Desukarnデスカーン|90|70|50|1000000|Coffin Pokémon|1.7|76.5|25
564|564|Tirtouga|54|78|103|53|45|22|355|59.17|Solid Rock|Sturdy|Swift Swim|Water|Rock|Protogaプロトーガ|45|70|50|1000000|Prototurtle Pokémon|0.7|16.5|30
565|565|Carracosta|74|108|133|83|65|32|495|82.5|Solid Rock|Sturdy|Swift Swim|Water|Rock|Abagouraアバゴーラ|45|70|50|1000000|Prototurtle Pokémon|1.2|81|30
566|566|Archen|55|112|45|74|45|70|401|66.83|Defeatist|||Rock|Flying|Archenアーケン|45|70|50|1000000|First Bird Pokémon|0.5|9.5|30
567|567|Archeops|75|140|65|112|65|110|567|94.5|Defeatist|||Rock|Flying|Archeosアーケオス|45|70|50|1000000|First Bird Pokémon|1.4|32|30
568|568|Trubbish|50|50|62|40|62|65|329|54.83|Stench|Sticky Hold|Aftermath|Poison||Yabukuronヤブクロン|190|70|50|1000000|Trash Bag Pokémon|0.6|31|20
569|569|Garbodor|80|95|82|60|82|75|474|79|Stench|Weak Armor|Aftermath|Poison||Dustdasダストダス|60|70|50|1000000|Trash Heap Pokémon|1.9|107.3|20
570|570|Zorua|40|65|40|80|40|65|330|55|Illusion|||Dark||Zoruaゾロア|75|70|50|1059860|Tricky Fox Pokémon|0.7|12.5|25
571|571|Zoroark|60|105|60|120|60|105|510|85|Illusion|||Dark||Zoroarkゾロアーク|45|70|50|1059860|Illusion Fox Pokémon|1.6|81.1|20
572|572|Minccino|55|50|40|40|40|75|300|50|Cute Charm|Technician|Skill Link|Normal||Chillarmyチラーミィ|255|70|50|800000|Chinchilla Pokémon|0.4|5.8|15
573|573|Cinccino|75|95|60|65|60|115|470|78.33|Cute Charm|Technician|Skill Link|Normal||Chillaccinoチラチーノ|60|70|50|800000|Scarf Pokémon|0.5|7.5|15
574|574|Gothita|45|30|50|55|65|45|290|48.33|Frisk|Competitive|Shadow Tag|Psychic||Gothimuゴチム|200|70|50|1059860|Fixation Pokémon|0.4|5.8|20
575|575|Gothorita|60|45|70|75|85|55|390|65|Frisk|Competitive|Shadow Tag|Psychic||Gothimiruゴチミル|100|70|50|1059860|Manipulate Pokémon|0.7|18|20
576|576|Gothitelle|70|55|95|95|110|65|490|81.67|Frisk|Competitive|Shadow Tag|Psychic||Gothiruselleゴチルゼル|50|70|50|1059860|Astral Body Pokémon|1.5|44|20
577|577|Solosis|45|30|40|105|50|20|290|48.33|Overcoat|Magic Guard|Regenerator|Psychic||Uniranユニラン|200|70|50|1059860|Cell Pokémon|0.3|1|20
578|578|Duosion|65|40|50|125|60|30|370|61.67|Overcoat|Magic Guard|Regenerator|Psychic||Doublanダブラン|100|70|50|1059860|Mitosis Pokémon|0.6|8|20
579|579|Reuniclus|110|65|75|125|85|30|490|81.67|Overcoat|Magic Guard|Regenerator|Psychic||Lanculusランクルス|50|70|50|1059860|Multiplying Pokémon|1|20.1|20
580|580|Ducklett|62|44|50|44|50|55|305|50.83|Keen Eye|Big Pecks|Hydration|Water|Flying|Koaruhieコアルヒー|190|70|50|1000000|Water Bird Pokémon|0.5|5.5|20
581|581|Swanna|75|87|63|87|63|98|473|78.83|Keen Eye|Big Pecks|Hydration|Water|Flying|Swannaスワンナ|45|70|50|1000000|White Bird Pokémon|1.3|24.2|20
582|582|Vanillite|36|50|50|65|60|44|305|50.83|Ice Body|Snow Cloak|Weak Armor|Ice||Vanipetiバニプッチ|255|70|50|1250000|Fresh Snow Pokémon|0.4|5.7|20
583|583|Vanillish|51|65|65|80|75|59|395|65.83|Ice Body|Snow Cloak|Weak Armor|Ice||Vanirichバニリッチ|120|70|50|1250000|Icy Snow Pokémon|1.1|41|20
584|584|Vanilluxe|71|95|85|110|95|79|535|89.17|Ice Body|Snow Warning|Weak Armor|Ice||Baivanillaバイバニラ|45|70|50|1250000|Snowstorm Pokémon|1.3|57.5|20
585|585|Deerling|60|60|50|40|50|75|335|55.83|Chlorophyll|Sap Sipper|Serene Grace|Normal|Grass|Shikijikaシキジカ|190|70|50|1000000|Season Pokémon|0.6|19.5|20
586|586|Sawsbuck|80|100|70|60|70|95|475|79.17|Chlorophyll|Sap Sipper|Serene Grace|Normal|Grass|Mebukijikaメブキジカ|75|70|50|1000000|Season Pokémon|1.9|92.5|20
587|587|Emolga|55|75|60|75|60|103|428|71.33|Static||Motor Drive|Electric|Flying|Emongaエモンガ|200|70|50|1000000|Sky Squirrel Pokémon|0.4|5|20
588|588|Karrablast|50|75|45|40|45|60|315|52.5|Swarm|Shed Skin|No Guard|Bug||Kaburumoカブルモ|200|70|50|1000000|Clamping Pokémon|0.5|5.9|15
589|589|Escavalier|70|135|105|60|105|20|495|82.5|Swarm|Shell Armor|Overcoat|Bug|Steel|Chevargoシュバルゴ|75|70|50|1000000|Cavalry Pokémon|1|33|15
590|590|Foongus|69|55|45|55|55|15|294|49|Effect Spore||Regenerator|Grass|Poison|Tamagetakeタマゲタケ|190|70|50|1000000|Mushroom Pokémon|0.2|1|20
591|591|Amoonguss|114|85|70|85|80|30|464|77.33|Effect Spore||Regenerator|Grass|Poison|Morobareruモロバレル|75|70|50|1000000|Mushroom Pokémon|0.6|10.5|20
592|592|Frillish|55|40|50|65|85|40|335|55.83|Water Absorb|Cursed Body|Damp|Water|Ghost|Pururillプルリル|190|70|50|1000000|Floating Pokémon|1.2|33|20
593|593|Jellicent|100|60|70|85|105|60|480|80|Water Absorb|Cursed Body|Damp|Water|Ghost|Burungelブルンゲル|60|70|50|1000000|Floating Pokémon|2.2|135|20
594|594|Alomomola|165|75|80|40|45|65|470|78.33|Healer|Hydration|Regenerator|Water||Mamanbouママンボウ|75|70|50|800000|Caring Pokémon|1.2|31.6|40
595|595|Joltik|50|47|50|57|50|65|319|53.17|Compound Eyes|Unnerve|Swarm|Bug|Electric|Bachuruバチュル|190|70|50|1000000|Attaching Pokémon|0.1|0.6|20
596|596|Galvantula|70|77|60|97|60|108|472|78.67|Compound Eyes|Unnerve|Swarm|Bug|Electric|Dentulaデンチュラ|75|70|50|1000000|EleSpider Pokémon|0.8|14.3|20
597|597|Ferroseed|44|50|91|24|86|10|305|50.83|Iron Barbs|||Grass|Steel|Tesseedテッシード|255|70|50|1000000|Thorn Seed Pokémon|0.6|18.8|20
598|598|Ferrothorn|74|94|131|54|116|20|489|81.5|Iron Barbs||Anticipation|Grass|Steel|Nutreyナットレイ|90|70|50|1000000|Thorn Pod Pokémon|1|110|20
599|599|Klink|40|55|70|45|60|30|300|50|Plus|Minus|Clear Body|Steel||Giaruギアル|130|70|50|1059860|Gear Pokémon|0.3|21|20
600|600|Klang|60|80|95|70|85|50|440|73.33|Plus|Minus|Clear Body|Steel||Gigiaruギギアル|60|70|50|1059860|Gear Pokémon|0.6|51|20
601|601|Klinklang|60|100|115|70|85|90|520|86.67|Plus|Minus|Clear Body|Steel||Gigigiaruギギギアル|30|70|50|1059860|Gear Pokémon|0.6|81|20
602|602|Tynamo|35|55|40|45|40|60|275|45.83|Levitate|||Electric||Shibishirasuシビシラス|190|70|50|1250000|EleFish Pokémon|0.2|0.3|20
603|603|Eelektrik|65|85|70|75|70|40|405|67.5|Levitate|||Electric||Shibibeelシビビール|60|70|50|1250000|EleFish Pokémon|1.2|22|20
604|604|Eelektross|85|115|80|105|80|50|515|85.83|Levitate|||Electric||Shibirudonシビルドン|30|70|50|1250000|EleFish Pokémon|2.1|80.5|20
605|605|Elgyem|55|55|55|85|55|30|335|55.83|Telepathy|Synchronize|Analytic|Psychic||Ligrayリグレー|255|70|50|1000000|Cerebral Pokémon|0.5|9|20
606|606|Beheeyem|75|75|75|125|95|40|485|80.83|Telepathy|Synchronize|Analytic|Psychic||Ohbemオーベム|90|70|50|1000000|Cerebral Pokémon|1|34.5|20
607|607|Litwick|50|30|55|65|55|20|275|45.83|Flash Fire|Flame Body|Infiltrator|Ghost|Fire|Hitomoshiヒトモシ|190|70|50|1059860|Candle Pokémon|0.3|3.1|20
608|608|Lampent|60|40|60|95|60|55|370|61.67|Flash Fire|Flame Body|Infiltrator|Ghost|Fire|Lamplerランプラー|90|70|50|1059860|Lamp Pokémon|0.6|13|20
609|609|Chandelure|60|55|90|145|90|80|520|86.67|Flash Fire|Flame Body|Infiltrator|Ghost|Fire|Chandelaシャンデラ|45|70|50|1059860|Luring Pokémon|1|34.3|20
610|610|Axew|46|87|60|30|40|57|320|53.33|Rivalry|Mold Breaker|Unnerve|Dragon||Kibagoキバゴ|75|35|35|1250000|Tusk Pokémon|0.6|18|40
611|611|Fraxure|66|117|70|40|50|67|410|68.33|Rivalry|Mold Breaker|Unnerve|Dragon||Onondoオノンド|60|35|35|1250000|Axe Jaw Pokémon|1|36|40
612|612|Haxorus|76|147|90|60|70|97|540|90|Rivalry|Mold Breaker|Unnerve|Dragon||Ononokusオノノクス|45|35|35|1250000|Axe Jaw Pokémon|1.8|105.5|40
613|613|Cubchoo|55|70|40|60|40|40|305|50.83|Snow Cloak|Slush Rush|Rattled|Ice||Kumasyunクマシュン|120|70|50|1000000|Chill Pokémon|0.5|8.5|20
614|614|Beartic|95|130|80|70|80|50|505|84.17|Snow Cloak|Slush Rush|Swift Swim|Ice||Tunbearツンベアー|60|70|50|1000000|Freezing Pokémon|2.6|260|20
615|615|Cryogonal|80|50|50|95|135|105|515|85.83|Levitate|||Ice||Freegeoフリージオ|25|70|50|1000000|Crystallizing Pokémon|1.1|148|25
616|616|Shelmet|50|40|85|40|65|25|305|50.83|Hydration|Shell Armor|Overcoat|Bug||Chobomakiチョボマキ|200|70|50|1000000|Snail Pokémon|0.4|7.7|15
617|617|Accelgor|80|70|40|100|60|145|495|82.5|Hydration|Sticky Hold|Unburden|Bug||Agilderアギルダー|75|70|50|1000000|Shell Out Pokémon|0.8|25.3|15
618|618|Stunfisk|109|66|84|81|99|32|471|78.5|Static|Limber|Sand Veil|Ground|Electric|Maggyoマッギョ|75|70|70|1000000|Trap Pokémon|0.7|11|20
618|618G|Stunfisk (Galarian Stunfisk)|109|81|99|66|84|32|471|78.5|Mimicry|||Ground|Steel|Maggyoマッギョ|75|70|70|1000000|Trap Pokémon|0.7|20.5|20
619|619|Mienfoo|45|85|50|55|50|65|350|58.33|Inner Focus|Regenerator|Reckless|Fighting||Kojofuコジョフー|180|70|50|1059860|Martial Arts Pokémon|0.9|20|25
620|620|Mienshao|65|125|60|95|60|105|510|85|Inner Focus|Regenerator|Reckless|Fighting||Kojondoコジョンド|45|70|50|1059860|Martial Arts Pokémon|1.4|35.5|25
621|621|Druddigon|77|120|90|60|90|48|485|80.83|Rough Skin|Sheer Force|Mold Breaker|Dragon||Crimganクリムガン|45|70|50|1000000|Cave Pokémon|1.6|139|30
622|622|Golett|59|74|50|35|50|35|303|50.5|Iron Fist|Klutz|No Guard|Ground|Ghost|Gobitゴビット|190|70|50|1000000|Automaton Pokémon|1|92|25
623|623|Golurk|89|124|80|55|80|55|483|80.5|Iron Fist|Klutz|No Guard|Ground|Ghost|Goloogゴルーグ|90|70|50|1000000|Automaton Pokémon|2.8|330|25
624|624|Pawniard|45|85|70|40|40|60|340|56.67|Defiant|Inner Focus|Pressure|Dark|Steel|Komatanaコマタナ|120|35|35|1000000|Sharp Blade Pokémon|0.5|10.2|20
625|625|Bisharp|65|125|100|60|70|70|490|81.67|Defiant|Inner Focus|Pressure|Dark|Steel|Kirikizanキリキザン|45|35|35|1000000|Sword Blade Pokémon|1.6|70|20
626|626|Bouffalant|95|110|95|40|95|55|490|81.67|Reckless|Sap Sipper|Soundproof|Normal||Buffronバッフロン|45|70|50|1000000|Bash Buffalo Pokémon|1.6|94.6|20
627|627|Rufflet|70|83|50|37|50|60|350|58.33|Keen Eye|Sheer Force|Hustle|Normal|Flying|Washibonワシボン|190|70|50|1250000|Eaglet Pokémon|0.5|10.5|20
628|628|Braviary|100|123|75|57|75|80|510|85|Keen Eye|Sheer Force|Defiant|Normal|Flying|Warrgleウォーグル|60|70|50|1250000|Valiant Pokémon|1.5|41|20
629|629|Vullaby|70|55|75|45|65|60|370|61.67|Big Pecks|Overcoat|Weak Armor|Dark|Flying|Valchaiバルチャイ|190|35|35|1250000|Diapered Pokémon|0.5|9|20
630|630|Mandibuzz|110|65|105|55|95|80|510|85|Big Pecks|Overcoat|Weak Armor|Dark|Flying|Vulginaバルジーナ|60|35|35|1250000|Bone Vulture Pokémon|1.2|39.5|20
631|631|Heatmor|85|97|66|105|66|65|484|80.67|Gluttony|Flash Fire|White Smoke|Fire||Kuitaranクイタラン|90|70|50|1000000|Anteater Pokémon|1.4|58|20
632|632|Durant|58|109|112|48|48|109|484|80.67|Swarm|Hustle|Truant|Bug|Steel|Aiantアイアント|90|70|50|1000000|Iron Ant Pokémon|0.3|33|20
633|633|Deino|52|65|50|45|50|38|300|50|Hustle|||Dark|Dragon|Monozuモノズ|45|35|35|1250000|Irate Pokémon|0.8|17.3|40
634|634|Zweilous|72|85|70|65|70|58|420|70|Hustle|||Dark|Dragon|Diheadジヘッド|45|35|35|1250000|Hostile Pokémon|1.4|50|40
635|635|Hydreigon|92|105|90|125|90|98|600|100|Levitate|||Dark|Dragon|Sazandoraサザンドラ|45|35|35|1250000|Brutal Pokémon|1.8|160|40
636|636|Larvesta|55|85|55|50|55|60|360|60|Flame Body||Swarm|Bug|Fire|Merlarvaメラルバ|45|70|50|1250000|Torch Pokémon|1.1|28.8|40
637|637|Volcarona|85|60|65|135|105|100|550|91.67|Flame Body||Swarm|Bug|Fire|Ulgamothウルガモス|15|70|50|1250000|Sun Pokémon|1.6|46|40
638|638|Cobalion|91|90|129|90|72|108|580|96.67|Justified|||Steel|Fighting|Cobalonコバルオン|3|35|35|1250000|Iron Will Pokémon|2.1|250|80
639|639|Terrakion|91|129|90|72|90|108|580|96.67|Justified|||Rock|Fighting|Terrakionテラキオン|3|35|35|1250000|Cavern Pokémon|1.9|260|80
640|640|Virizion|91|90|72|90|129|108|580|96.67|Justified|||Grass|Fighting|Virizionビリジオン|3|35|35|1250000|Grassland Pokémon|2|200|80
641|641|Tornadus (Incarnate Forme)|79|115|70|125|80|111|580|96.67|Prankster||Defiant|Flying||Tornelosトルネロス|3|90|90|1250000|Cyclone Pokémon|1.5|63|120
641|641T|Tornadus (Therian Forme)|79|100|80|110|90|121|580|96.67|Regenerator|||Flying||Tornelosトルネロス|3|90|90|1250000|Cyclone Pokémon|1.4|63|120
642|642|Thundurus (Incarnate Forme)|79|115|70|125|80|111|580|96.67|Prankster||Defiant|Electric|Flying|Voltolosボルトロス|3|90|90|1250000|Bolt Strike Pokémon|1.5|61|120
642|642T|Thundurus (Therian Forme)|79|105|70|145|80|101|580|96.67|Volt Absorb|||Electric|Flying|Voltolosボルトロス|3|90|90|1250000|Bolt Strike Pokémon|3|61|120
643|643|Reshiram|100|120|100|150|120|90|680|113.33|Turboblaze|||Dragon|Fire|Reshiramレシラム|3|0|0|1250000|Vast White Pokémon|3.2|330|120
644|644|Zekrom|100|150|120|120|100|90|680|113.33|Teravolt|||Dragon|Electric|Zekromゼクロム|3|0|0|1250000|Deep Black Pokémon|2.9|345|120
645|645|Landorus (Incarnate Forme)|89|125|90|115|80|101|600|100|Sand Force||Sheer Force|Ground|Flying|Landlosランドロス|3|90|90|1250000|Abundance Pokémon|1.5|68|120
645|645T|Landorus (Therian Forme)|89|145|90|105|80|91|600|100|Intimidate|||Ground|Flying|Landlosランドロス|3|90|90|1250000|Abundance Pokémon|1.3|68|120
646|646|Kyurem|125|130|90|130|90|95|660|110|Pressure|||Dragon|Ice|Kyuremキュレム|3|0|0|1250000|Boundary Pokémon|3|325|120
646|646B|Kyurem (Black Kyurem)|125|170|100|120|90|95|700|116.67|Teravolt|||Dragon|Ice|Kyuremキュレム|3|0|0|1250000|Boundary Pokémon|3.3|325|120
646|646W|Kyurem (White Kyurem)|125|120|90|170|100|95|700|116.67|Turboblaze|||Dragon|Ice|Kyuremキュレム|3|0|0|1250000|Boundary Pokémon|3.6|325|120
647|647|Keldeo|91|72|90|129|90|108|580|96.67|Justified|||Water|Fighting|Keldeoケルディオ|3|35|35|1250000|Colt Pokémon|1.4|48.5|80
648|648|Meloetta (Aria Forme)|100|77|77|128|128|90|600|100|Serene Grace|||Normal|Psychic|Meloettaメロエッタ|3|100|100|1250000|Melody Pokémon|0.6|6.5|120
648|648P|Meloetta (Pirouette Forme)|100|128|90|77|77|128|600|100|Serene Grace|||Normal|Fighting|Meloettaメロエッタ|3|100|100|1250000|Melody Pokémon|0.6|6.5|120
649|649|Genesect|71|120|95|120|95|99|600|100|Download|||Bug|Steel|Genesectゲノセクト|3|0|0|1250000|Paleozoic Pokémon|1.5|82.5|120
650|650|Chespin|56|61|65|48|45|38|313|52.17|Overgrow||Bulletproof|Grass||Harimaronハリマロン|45|70|50|1059860|Spiny Nut Pokémon|0.4|9|20
651|651|Quilladin|61|78|95|56|58|57|405|67.5|Overgrow||Bulletproof|Grass||Hariborgハリボーグ|45|70|50|1059860|Spiny Armor Pokémon|0.7|29|20
652|652|Chesnaught|88|107|122|74|75|64|530|88.33|Overgrow||Bulletproof|Grass|Fighting|Brigarronブリガロン|45|70|50|1059860|Spiny Armor Pokémon|1.6|90|20
653|653|Fennekin|40|45|40|62|60|60|307|51.17|Blaze||Magician|Fire||Fokkoフォッコ|45|70|50|1059860|Fox Pokémon|0.4|9.4|20
